N° d'horodateur;Alimentation;Modèle;Adresse;Arrondissement;Type de régime;Tarif du stationnement;Zone résidentielle;Tarif horaire;geo_shape;geo_point_2d
52910303;SOLAIRE;ECA1;35   RUE LAMARTINE;9;ROT;Z1 ROT 6H 5U;;4.0;"{""type"": ""Point"", ""coordinates"": [2.340394999851455, 48.87655399920587]}";48.8765539992,2.34039499985
77700102;PILE;ECM1;14   RUE POULET;18;MIX;Z2 MIX 6H 5U;18G;2.4;"{""type"": ""Point"", ""coordinates"": [2.348523999745469, 48.886805058773994]}";48.8868050588,2.34852399975
86170402;SOLAIRE;ECA1;48   RUE SAINT GEORGES;9;MIX;Z1 MIX 6H 5U;9E;4.0;"{""type"": ""Point"", ""coordinates"": [2.337277999506591, 48.877196999058874]}";48.8771969991,2.33727799951
53110202;SOLAIRE;ECA1;31   RUE DE LA LANCETTE;12;MIX;Z2 MIX 6H 5U;12K;2.4;"{""type"": ""Point"", ""coordinates"": [2.39420652052158, 48.83675152913678]}";48.8367515291,2.39420652052
77740602;PILE;ECM1;46   RUE POUSSIN;16;MIX;Z2 MIX 6H 5U;16W;2.4;"{""type"": ""Point"", ""coordinates"": [2.261621000168933, 48.84858399867444]}";48.8485839987,2.26162100017
86330102;SOLAIRE;ECA1;12   RUE SAINT HIPPOLYTE;13;MIX;Z2 MIX 6H 5U;13H;2.4;"{""type"": ""Point"", ""coordinates"": [2.347661999821548, 48.83608099893521]}";48.8360809989,2.34766199982
53360202;PILE;ECM1;50   RUE LA PEROUSE;16;MIX;Z2 MIX 6H 5U;16G;2.4;"{""type"": ""Point"", ""coordinates"": [2.294677000159316, 48.871524999245764]}";48.8715249992,2.29467700016
78020206;PILE;ECM1;10  vis-à-vis PLACE DU PRESIDENT MITHOUARD;7;MIX;Z1 MIX 6H 5U;7K;4.0;"{""type"": ""Point"", ""coordinates"": [2.312753999563056, 48.8508599986263]}";48.8508599986,2.31275399956
86690301;SOLAIRE;ECA1;33   RUE SAINT LAMBERT;15;MIX;Z2 MIX 6H 5U;15V;2.4;"{""type"": ""Point"", ""coordinates"": [2.2925770006190263, 48.83695299875819]}";48.8369529988,2.29257700062
53700102;SOLAIRE;ECA1;8   RUE LASSON;12;MIX;Z2 MIX 6H 5U;12P;2.4;"{""type"": ""Point"", ""coordinates"": [2.406972999834259, 48.84303499950423]}";48.8430349995,2.40697299983
78450101;SOLAIRE;ECA1;9   RUE DE LA PROCESSION;15;MIX;Z2 MIX 6H 5U;15J;2.4;"{""type"": ""Point"", ""coordinates"": [2.305676000438554, 48.839877999021624]}";48.839877999,2.30567600044
86991102;SOLAIRE;ECA1;76   RUE SAINT MAUR;11;MIX;Z1 MIX 6H 5U;11F;4.0;"{""type"": ""Point"", ""coordinates"": [2.378642000580171, 48.8639649991307]}";48.8639649991,2.37864200058
53930101;PILE;ECM1;7   AVENUE DE LAUMIERE;19;MIX;Z2 MIX 6H 5U;19H;2.4;"{""type"": ""Point"", ""coordinates"": [2.381087000403442, 48.88304599926013]}";48.8830459993,2.3810870004
79041001;SOLAIRE;ECA1;85   RUE DES PYRENEES;20;MIX;Z2 MIX 6H 5U;20G;2.4;"{""type"": ""Point"", ""coordinates"": [2.405598999833548, 48.854136998730844]}";48.8541369987,2.40559899983
86991403;SOLAIRE;ECA1;121   RUE SAINT MAUR;11;MIX;Z1 MIX 6H 5U;11E;4.0;"{""type"": ""Point"", ""coordinates"": [2.376353000418173, 48.8666529993206]}";48.8666529993,2.37635300042
53990102;SOLAIRE;ECA1;2   RUE LAURE SURVILLE;15;MIX;Z2 MIX 6H 5U;15N;2.4;"{""type"": ""Point"", ""coordinates"": [2.277991999871736, 48.845923999273886]}";48.8459239993,2.27799199987
80110202;SOLAIRE;ECA1;2   RUE RAMEAU;2;MIX;Z1 MIX 6H 5U;2E;4.0;"{""type"": ""Point"", ""coordinates"": [2.336991999534332, 48.8679209987366]}";48.8679209987,2.33699199953
86992304;PILE;ECA1;186   RUE SAINT MAUR;10;MIX;Z1 MIX 6H 5U;10E;4.0;"{""type"": ""Point"", ""coordinates"": [2.37244999972688, 48.87128799933146]}";48.8712879993,2.37244999973
54070202;SOLAIRE;ECA1;12   RUE LA VACQUERIE;11;MIX;Z1 MIX 6H 5U;11J;4.0;"{""type"": ""Point"", ""coordinates"": [2.385113999380223, 48.85817999933663]}";48.8581799993,2.38511399938
80290202;PILE;ECM1;32   RUE DU RANELAGH;16;MIX;Z2 MIX 6H 5U;16P;2.4;"{""type"": ""Point"", ""coordinates"": [2.276627999345754, 48.853970998999145]}";48.853970999,2.27662799935
87160302;SOLAIRE;ECA1;40   RUE DE SAINTONGE;3;MIX;Z1 MIX 6H 5U;3E;4.0;"{""type"": ""Point"", ""coordinates"": [2.363778000364154, 48.862838998942536]}";48.8628389989,2.36377800036
54562702;SOLAIRE;ECA1;334   RUE LECOURBE;15;MIX;Z2 MIX 6H 5U;15W;2.4;"{""type"": ""Point"", ""coordinates"": [2.284211000429051, 48.837250999447015]}";48.8372509994,2.28421100043
80290404;SOLAIRE;ECA1;58   RUE DU RANELAGH;16;MIX;Z2 MIX 6H 5U;16P;2.4;"{""type"": ""Point"", ""coordinates"": [2.273959000290401, 48.85463999924581]}";48.8546399992,2.27395900029
88470204;SOLAIRE;ECA1;30   RUE DE SAUSSURE;17;MIX;Z2 MIX 6H 5U;17R;2.4;"{""type"": ""Point"", ""coordinates"": [2.315861000176662, 48.884637998765214]}";48.8846379988,2.31586100018
54670704;SOLAIRE;ECA1;102   AVENUE LEDRU ROLLIN;11;MIX;Z1 MIX 6H 5U;11K;4.0;"{""type"": ""Point"", ""coordinates"": [2.376750000094138, 48.85209199888568]}";48.8520919989,2.37675000009
80380101;SOLAIRE;ECA1;7   RUE RAOUL WALLENBERG;19;MIX;Z2 MIX 6H 5U;19P;2.4;"{""type"": ""Point"", ""coordinates"": [2.409902999432032, 48.879069998871415]}";48.8790699989,2.40990299943
88470304;SOLAIRE;ECA1;60   RUE DE SAUSSURE;17;MIX;Z2 MIX 6H 5U;17P;2.4;"{""type"": ""Point"", ""coordinates"": [2.3149390002655093, 48.885506999448474]}";48.8855069994,2.31493900027
54880402;SOLAIRE;ECA1;32   RUE LEIBNIZ;18;MIX;Z2 MIX 6H 5U;18R;2.4;"{""type"": ""Point"", ""coordinates"": [2.33490199971023, 48.89655499873332]}";48.8965549987,2.33490199971
80410101;PILE;ECM1;3   AVENUE RAPP;7;MIX;Z1 MIX 6H 5U;7G;4.0;"{""type"": ""Point"", ""coordinates"": [2.301450999863205, 48.86132099949256]}";48.8613209995,2.30145099986
88720602;PILE;ECM1;42   RUE SCHEFFER;16;MIX;Z2 MIX 6H 5U;16K;2.4;"{""type"": ""Point"", ""coordinates"": [2.281300999958165, 48.862664999318405]}";48.8626649993,2.28130099996
42430102;SOLAIRE;ECA1;6   RUE LEO FRANKEL;13;MIX;Z2 MIX 6H 5U;13P;2.4;"{""type"": ""Point"", ""coordinates"": [2.378108089673442, 48.826967778639826]}";48.8269677786,2.37810808967
80410501;PILE;ECM1;27   AVENUE RAPP;7;MIX;Z1 MIX 6H 5U;7G;4.0;"{""type"": ""Point"", ""coordinates"": [2.300817999419471, 48.8592079994911]}";48.8592079995,2.30081799942
89010101;SOLAIRE;ECA1;3   RUE SEDAINE;11;MIX;Z1 MIX 6H 5U;11H;4.0;"{""type"": ""Point"", ""coordinates"": [2.371075999824538, 48.855603999128945]}";48.8556039991,2.37107599982
55670304;PILE;ECA1;10   RUE LEON JOUHAUX;10;MIX;Z1 MIX 6H 5U;10F;4.0;"{""type"": ""Point"", ""coordinates"": [2.365597999624391, 48.86949099938608]}";48.8694909994,2.36559799962
80410704;PILE;ECM1;32   AVENUE RAPP;7;MIX;Z1 MIX 6H 5U;7E;4.0;"{""type"": ""Point"", ""coordinates"": [2.30012699978677, 48.858231998991975]}";48.858231999,2.30012699979
89290101;SOLAIRE;ECA1;5   RUE DU SERGENT HOFF;17;MIX;Z2 MIX 6H 5U;17H;2.4;"{""type"": ""Point"", ""coordinates"": [2.293925000333978, 48.88160699910735]}";48.8816069991,2.29392500033
56330102;SOLAIRE;ECA1;8   RUE LE VAU;20;MIX;Z2 MIX 6H 5U;20P;2.4;"{""type"": ""Point"", ""coordinates"": [2.411372999731696, 48.86632999889561]}";48.8663299989,2.41137299973
80611401;PILE;ECM1;131   RUE RAYMOND LOSSERAND;14;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.314724999445127, 48.83209399880457]}";48.8320939988,2.31472499945
89330301;SOLAIRE;ECA1;39   RUE SERPENTE;6;MIX;Z1 MIX 6H 5U;6E;4.0;"{""type"": ""Point"", ""coordinates"": [2.340745999632721, 48.85243699909049]}";48.8524369991,2.34074599963
56360105;SOLAIRE;ECA1;13   RUE LE VERRIER;6;MIX;Z1 MIX 6H 5U;6G;4.0;"{""type"": ""Point"", ""coordinates"": [2.334077999549781, 48.84190999863554]}";48.8419099986,2.33407799955
80611901;PILE;ECM1;193   RUE RAYMOND LOSSERAND;14;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.308765000316169, 48.829210999417356]}";48.8292109994,2.30876500032
89610104;PILE;ECM1;8   RUE DE SFAX;16;MIX;Z2 MIX 6H 5U;16F;2.4;"{""type"": ""Point"", ""coordinates"": [2.283954000360148, 48.87104499872334]}";48.8710449987,2.28395400036
56420702;SOLAIRE;ECA1;70   RUE DE LEVIS;17;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.312906999640614, 48.88420699889871]}";48.8842069989,2.31290699964
80860105;SOLAIRE;ECA1;24  vis-à-vis RUE DES RECULETTES;13;MIX;Z2 MIX 6H 5U;13J;2.4;"{""type"": ""Point"", ""coordinates"": [2.350178999356392, 48.83176699939373]}";48.8317669994,2.35017899936
29480201;PILE;ECM1;84   BOULEVARD SOULT;12;MIX;Z2 MIX 6H 5U;12R;2.4;"{""type"": ""Point"", ""coordinates"": [2.411059539592365, 48.845991389483935]}";48.8459913895,2.41105953959
57080501;SOLAIRE;ECA1;33   RUE DE LISBONNE;8;MIX;Z1 MIX 6H 5U;8J;4.0;"{""type"": ""Point"", ""coordinates"": [2.312930000674982, 48.87756199890031]}";48.8775619989,2.31293000067
81220101;SOLAIRE;ECA1;3   RUE DE REMUSAT;16;MIX;Z2 MIX 6H 5U;16V;2.4;"{""type"": ""Point"", ""coordinates"": [2.272529999659212, 48.84758499928325]}";48.8475849993,2.27252999966
91510201;SOLAIRE;ECA1;3   AVENUE DE TAILLEBOURG;11;MIX;Z1 MIX 6H 5U;11L;4.0;"{""type"": ""Point"", ""coordinates"": [2.397339999906551, 48.84951399873336]}";48.8495139987,2.39733999991
57080701;SOLAIRE;ECA1;45   RUE DE LISBONNE;8;MIX;Z1 MIX 6H 5U;8J;4.0;"{""type"": ""Point"", ""coordinates"": [2.308724000185688, 48.87738899869823]}";48.8773889987,2.30872400019
43102302;PILE;ECM1;146   BOULEVARD DE GRENELLE;15;MIX;Z2 MIX 6H 5U;15L;2.4;"{""type"": ""Point"", ""coordinates"": [2.300001999443421, 48.84822399896351]}";48.848223999,2.30000199944
92020602;SOLAIRE;ECA1;80   AVENUE DES TERNES;17;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.289038000165695, 48.87997699924896]}";48.8799769992,2.28903800017
57120102;SOLAIRE;ECA1;8   RUE LISFRANC;20;MIX;Z2 MIX 6H 5U;20L;2.4;"{""type"": ""Point"", ""coordinates"": [2.402365000408651, 48.86184199891896]}";48.8618419989,2.40236500041
43142302;PILE;ECM1;190   RUE DE GRENELLE;7;MIX;Z1 MIX 6H 5U;7J;4.0;"{""type"": ""Point"", ""coordinates"": [2.305499999891767, 48.85763299913937]}";48.8576329991,2.30549999989
93020201;PILE;ECM1;7   RUE THOUIN;5;MIX;Z1 MIX 6H 5U;5H;4.0;"{""type"": ""Point"", ""coordinates"": [2.348877000021115, 48.84488699946862]}";48.8448869995,2.34887700002
57160101;SOLAIRE;ECA1;13   RUE LITTRE;6;MIX;Z1 MIX 6H 5U;6F;4.0;"{""type"": ""Point"", ""coordinates"": [2.324074000191723, 48.84538599894637]}";48.8453859989,2.32407400019
43670101;SOLAIRE;ECA1;17   RUE GUENEGAUD;6;MIX;Z1 MIX 6H 5U;6E;4.0;"{""type"": ""Point"", ""coordinates"": [2.338934999367639, 48.85587199951159]}";48.8558719995,2.33893499937
93930702;PILE;ECM1;12  terre-plein AVENUE DE TOURVILLE;7;MIX;Z1 MIX 6H 5U;7J;4.0;"{""type"": ""Point"", ""coordinates"": [2.308138000464773, 48.854157999388754]}";48.8541579994,2.30813800046
25670104;SOLAIRE;ECA1;0   RUE DES LONGUES RAIES;13;MIX;Z2 MIX 6H 5U;13E;2.4;"{""type"": ""Point"", ""coordinates"": [2.3468281305754672, 48.821214038736215]}";48.8212140387,2.34682813058
43760801;SOLAIRE;ECA1;45   RUE GUERSANT;17;MIX;Z2 MIX 6H 5U;17F;2.4;"{""type"": ""Point"", ""coordinates"": [2.288209000156964, 48.882345999472925]}";48.8823459995,2.28820900016
94500301;PILE;ECM1;13   RUE TRISTAN TZARA;18;MIX;Z2 MIX 6H 5U;18K;2.4;"{""type"": ""Point"", ""coordinates"": [2.36407599939893, 48.894955999209635]}";48.8949559992,2.3640759994
57510201;SOLAIRE;ECA1;11   RUE LORD BYRON;8;MIX;Z1 MIX 6H 5U;8F;4.0;"{""type"": ""Point"", ""coordinates"": [2.300047999887822, 48.873232999105866]}";48.8732329991,2.30004799989
43920304;SOLAIRE;ECA1;34   RUE GUILLAUME TELL;17;MIX;Z2 MIX 6H 5U;17G;2.4;"{""type"": ""Point"", ""coordinates"": [2.295494999801395, 48.88487799951108]}";48.8848779995,2.2954949998
94640102;PILE;ECM1;8   RUE DES TROIS PORTES;5;MIX;Z1 MIX 6H 5U;5J;4.0;"{""type"": ""Point"", ""coordinates"": [2.348615000200061, 48.85112999881172]}";48.8511299988,2.3486150002
57660702;SOLAIRE;ECA1;166   QUAI LOUIS BLERIOT;16;MIX;Z2 MIX 6H 5U;16V;2.4;"{""type"": ""Point"", ""coordinates"": [2.267814000258169, 48.840432999109986]}";48.8404329991,2.26781400026
44080101;SOLAIRE;ECA1;1   RUE GUSTAVE DORE;17;MIX;Z2 MIX 6H 5U;17L;2.4;"{""type"": ""Point"", ""coordinates"": [2.30332699934178, 48.88606799906455]}";48.8860679991,2.30332699934
95100204;SOLAIRE;ECA1;24   RUE DE TURIN;8;MIX;Z1 MIX 6H 5U;8L;4.0;"{""type"": ""Point"", ""coordinates"": [2.324707000254686, 48.88132699913656]}";48.8813269991,2.32470700025
57920102;SOLAIRE;ECA1;2   RUE LOUIS LE GRAND;2;MIX;Z1 MIX 6H 5U;2E;4.0;"{""type"": ""Point"", ""coordinates"": [2.3320750001045703, 48.86822299915996]}";48.8682229992,2.3320750001
44560201;SOLAIRE;ECA1;5   RUE HALEVY;9;ROT;Z1 ROT 6H 5U;;4.0;"{""type"": ""Point"", ""coordinates"": [2.332867999617918, 48.8726459994647]}";48.8726459995,2.33286799962
95272501;PILE;ECM1;179   RUE DE L UNIVERSITE;7;MIX;Z1 MIX 6H 5U;7G;4.0;"{""type"": ""Point"", ""coordinates"": [2.301886999539849, 48.86104199875142]}";48.8610419988,2.30188699954
58000102;SOLAIRE;ECA1;3  vis-à-vis RUE LOUIS MURAT;8;MIX;Z1 MIX 6H 5U;8J;4.0;"{""type"": ""Point"", ""coordinates"": [2.309222999624656, 48.876171998751246]}";48.8761719988,2.30922299962
44852402;SOLAIRE;ECA1;178   BOULEVARD HAUSSMANN;8;ROT;Z1 ROT 6H 5U;;4.0;"{""type"": ""Point"", ""coordinates"": [2.30826500029187, 48.875136998669056]}";48.8751369987,2.30826500029
95460102;SOLAIRE;ECA1;8   RUE DE VALENCE;5;MIX;Z1 MIX 6H 5U;5E;4.0;"{""type"": ""Point"", ""coordinates"": [2.349757999944063, 48.8379599988993]}";48.8379599989,2.34975799994
58140201;PILE;ECM1;11   RUE DE LOURMEL;15;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.291743999532112, 48.84989399918232]}";48.8498939992,2.29174399953
45410103;PILE;ECM1;15   RUE HENRI BOCQUILLON;15;MIX;Z2 MIX 6H 5U;15P;2.4;"{""type"": ""Point"", ""coordinates"": [2.289359999855558, 48.840941998723835]}";48.8409419987,2.28935999986
95830101;SOLAIRE;ECA1;17   RUE VANDREZANNE;13;MIX;Z2 MIX 6H 5U;13L;2.4;"{""type"": ""Point"", ""coordinates"": [2.355544999503529, 48.82799799921916]}";48.8279979992,2.3555449995
58860102;SOLAIRE;ECA1;6   RUE MADAME;6;MIX;Z1 MIX 6H 5U;6E;4.0;"{""type"": ""Point"", ""coordinates"": [2.331886999583246, 48.85187999865917]}";48.8518799987,2.33188699958
45710404;SOLAIRE;ECA1;22   RUE HENRY MONNIER;9;MIX;Z1 MIX 6H 5U;9F;4.0;"{""type"": ""Point"", ""coordinates"": [2.337559000410324, 48.88037699946423]}";48.8803769995,2.33755900041
95990201;SOLAIRE;ECA1;17   RUE VARET;15;MIX;Z2 MIX 6H 5U;15W;2.4;"{""type"": ""Point"", ""coordinates"": [2.281645999817559, 48.8403159986986]}";48.8403159987,2.28164599982
59030203;SOLAIRE;ECA1;9   RUE MAGELLAN;8;MIX;Z1 MIX 6H 5U;8F;4.0;"{""type"": ""Point"", ""coordinates"": [2.299803000241948, 48.87035799871294]}";48.8703579987,2.29980300024
45910202;PILE;ECM1;16   RUE HENRI RIBIERE;19;MIX;Z2 MIX 6H 5U;19N;2.4;"{""type"": ""Point"", ""coordinates"": [2.395653999689325, 48.87684999924569]}";48.8768499992,2.39565399969
96242302;PILE;ECM1;143  vis-à-vis RUE DE VAUGIRARD;15;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.317159000387629, 48.844401999256796]}";48.8444019993,2.31715900039
59220104;PILE;ECM1;8   AVENUE DU MAINE;15;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.32000699947758, 48.844356998850174]}";48.8443569989,2.32000699948
46020202;PILE;ECM1;1  vis-à-vis SQUARE HENRY BATAILLE;16;MIX;Z2 MIX 6H 5U;16R;2.4;"{""type"": ""Point"", ""coordinates"": [2.26233000055421, 48.85509599923477]}";48.8550959992,2.26233000055
96430102;SOLAIRE;ECA1;6   AVENUE VELASQUEZ;8;MIX;Z1 MIX 6H 5U;8J;4.0;"{""type"": ""Point"", ""coordinates"": [2.312458999776264, 48.87991799935327]}";48.8799179994,2.31245899978
59220801;SOLAIRE;ECA1;69   AVENUE DU MAINE;14;MIX;Z2 MIX 6H 5U;14N;2.4;"{""type"": ""Point"", ""coordinates"": [2.322498999930642, 48.83901199868897]}";48.8390119987,2.32249899993
46490706;SOLAIRE;ECA1;74   BOULEVARD DE L HOPITAL;13;MIX;Z2 MIX 6H 5U;13K;2.4;"{""type"": ""Point"", ""coordinates"": [2.359687000261821, 48.83735799906158]}";48.8373579991,2.35968700026
97060302;PILE;ECM1;34   AVENUE DE VERSAILLES;16;MIX;Z2 MIX 6H 5U;16T;2.4;"{""type"": ""Point"", ""coordinates"": [2.275639999955263, 48.849457998915256]}";48.8494579989,2.27563999996
59510702;SOLAIRE;ECA1;55  vis-à-vis BOULEVARD MALESHERBES;8;MIX;Z1 MIX 6H 5U;8K;4.0;"{""type"": ""Point"", ""coordinates"": [2.318961000431658, 48.87579899912342]}";48.8757989991,2.31896100043
46550201;SOLAIRE;ECA1;25   QUAI DE L HORLOGE;1;MIX;Z1 MIX 6H 5U;1E;4.0;"{""type"": ""Point"", ""coordinates"": [2.343124999752991, 48.85688399889822]}";48.8568839989,2.34312499975
97410402;SOLAIRE;ECA1;2   PLACE DES VICTOIRES;1;ROT;Z1 ROT 6H 5U;;4.0;"{""type"": ""Point"", ""coordinates"": [2.340720999887063, 48.865674999450704]}";48.8656749995,2.34072099989
59510803;SOLAIRE;ECA1;77   BOULEVARD MALESHERBES;8;MIX;Z1 MIX 6H 5U;8J;4.0;"{""type"": ""Point"", ""coordinates"": [2.316364000232308, 48.877463999168235]}";48.8774639992,2.31636400023
47160101;PILE;ECM1;0   AVENUE INGRES;16;MIX;Z2 MIX 6H 5U;16R;2.4;"{""type"": ""Point"", ""coordinates"": [2.269483000269843, 48.85799399878543]}";48.8579939988,2.26948300027
97611403;PILE;ECM1;175   AVENUE VICTOR HUGO;16;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.277151000437932, 48.866085999223266]}";48.8660859992,2.27715100044
59560104;SOLAIRE;ECA1;12   RUE MALEVILLE;8;MIX;Z1 MIX 6H 5U;8J;4.0;"{""type"": ""Point"", ""coordinates"": [2.313459999998392, 48.87741199925181]}";48.8774119993,2.31346
48431102;PILE;ECM1;168   RUE DE JAVEL;15;MIX;Z2 MIX 6H 5U;15P;2.4;"{""type"": ""Point"", ""coordinates"": [2.291065999955568, 48.84133499911723]}";48.8413349991,2.29106599996
97730101;SOLAIRE;ECA1;5   PASSAGE VICTOR MARCHAND;13;MIX;Z2 MIX 6H 5U;13G;2.4;"{""type"": ""Point"", ""coordinates"": [2.342545000046418, 48.82869899897357]}";48.828698999,2.34254500005
59580201;SOLAIRE;ECA1;9   RUE MALHER;4;MIX;Z1 MIX 6H 5U;4E;4.0;"{""type"": ""Point"", ""coordinates"": [2.3612079997229323, 48.85601199908887]}";48.8560119991,2.36120799972
48790301;PILE;ECM1;29   RUE JEAN DOLENT;14;MIX;Z2 MIX 6H 5U;14P;2.4;"{""type"": ""Point"", ""coordinates"": [2.337388000072505, 48.83387099942835]}";48.8338709994,2.33738800007
97770201;SOLAIRE;ECA1;5   RUE VIDAL DE LA BLACHE;20;MIX;Z2 MIX 6H 5U;20P;2.4;"{""type"": ""Point"", ""coordinates"": [2.410047999442271, 48.86921799909695]}";48.8692179991,2.41004799944
61180103;SOLAIRE;ECA1;13   RUE DES MARRONNIERS;16;MIX;Z2 MIX 6H 5U;16P;2.4;"{""type"": ""Point"", ""coordinates"": [2.276651000479213, 48.854567998662695]}";48.8545679987,2.27665100048
49031401;SOLAIRE;ECA1;145   AVENUE JEAN JAURES;19;MIX;Z2 MIX 6H 5U;19K;2.4;"{""type"": ""Point"", ""coordinates"": [2.385240000114278, 48.88681699870446]}";48.8868169987,2.38524000011
98360101;PILE;ECM1;7   RUE DE VILLERSEXEL;7;MIX;Z1 MIX 6H 5U;7L;4.0;"{""type"": ""Point"", ""coordinates"": [2.324194999430542, 48.85838699902393]}";48.858386999,2.32419499943
61700502;SOLAIRE;ECA1;40   RUE MATHIS;19;MIX;Z2 MIX 6H 5U;19G;2.4;"{""type"": ""Point"", ""coordinates"": [2.373226000509178, 48.89126599939042]}";48.8912659994,2.37322600051
49032102;SOLAIRE;ECA1;214   AVENUE JEAN JAURES;19;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.394175000542723, 48.888951999048814]}";48.888951999,2.39417500054
98500116;PILE;ECM1;40   COURS DE VINCENNES;12;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.402408450456463, 48.84744187884516]}";48.8474418788,2.40240845046
61720401;PILE;ECM1;33 bis  AVENUE MATHURIN MOREAU;19;MIX;Z2 MIX 6H 5U;19J;2.4;"{""type"": ""Point"", ""coordinates"": [2.374842000443205, 48.87856399872525]}";48.8785639987,2.37484200044
49300701;SOLAIRE;ECA1;89   RUE JEANNE D ARC;13;MIX;Z2 MIX 6H 5U;13R;2.4;"{""type"": ""Point"", ""coordinates"": [2.364386000127548, 48.83258999885284]}";48.8325899989,2.36438600013
98930702;SOLAIRE;ECA1;36   RUE VIVIENNE;2;MIX;Z1 MIX 6H 5U;2E;4.0;"{""type"": ""Point"", ""coordinates"": [2.341139999533173, 48.870700998813696]}";48.8707009988,2.34113999953
81441002;PILE;ECM1;20   AVENUE RENE COTY;14;MIX;Z2 MIX 6H 5U;14J;2.4;"{""type"": ""Point"", ""coordinates"": [2.333959999819449, 48.829555999273424]}";48.8295559993,2.33395999982
49360102;SOLAIRE;ECA1;2   RUE JEAN OESTREICHER;17;MIX;Z2 MIX 6H 5U;17G;2.4;"{""type"": ""Point"", ""coordinates"": [2.289289000302715, 48.88703299905809]}";48.8870329991,2.2892890003
99071202;SOLAIRE;ECA1;92   BOULEVARD VOLTAIRE;11;ROT;Z1 ROT 6H 5U;;4.0;"{""type"": ""Point"", ""coordinates"": [2.375833999839759, 48.8602129993165]}";48.8602129993,2.37583399984
81490601;SOLAIRE;ECA1;53   RUE RENNEQUIN;17;MIX;Z2 MIX 6H 5U;17H;2.4;"{""type"": ""Point"", ""coordinates"": [2.295977999811556, 48.883150998861865]}";48.8831509989,2.29597799981
49790102;PILE;ECM1;4   RUE JOANES;14;MIX;Z2 MIX 6H 5U;14K;2.4;"{""type"": ""Point"", ""coordinates"": [2.317528999596262, 48.82875699943992]}";48.8287569994,2.3175289996
99170201;SOLAIRE;ECA1;3  vis-à-vis PLACE DES VOSGES;4;MIX;Z1 MIX 6H 5U;34F;4.0;"{""type"": ""Point"", ""coordinates"": [2.3649750003057752, 48.85518999898378]}";48.855189999,2.36497500031
81620102;SOLAIRE;ECA1;6   RUE RESAL;13;MIX;Z2 MIX 6H 5U;13P;2.4;"{""type"": ""Point"", ""coordinates"": [2.374950999398604, 48.82664799880919]}";48.8266479988,2.3749509994
50060501;PILE;ECM1;0   AVENUE JOSEPH BOUVARD;7;MIX;Z1 MIX 6H 5U;7E;4.0;"{""type"": ""Point"", ""coordinates"": [2.298956000265484, 48.85671299946718]}";48.8567129995,2.29895600027
99840303;SOLAIRE;ECA1;21   RUE YVART;15;MIX;Z2 MIX 6H 5U;15R;2.4;"{""type"": ""Point"", ""coordinates"": [2.302162000058622, 48.837022998914634]}";48.8370229989,2.30216200006
81800702;SOLAIRE;ECA1;90   RUE DE LA REUNION;20;MIX;Z2 MIX 6H 5U;20G;2.4;"{""type"": ""Point"", ""coordinates"": [2.399860999751055, 48.8571009987008]}";48.8571009987,2.39986099975
50100601;PILE;ECM1;90  vis-à-vis RUE JOSEPH DE MAISTRE;18;MIX;Z2 MIX 6H 5U;18P;2.4;"{""type"": ""Point"", ""coordinates"": [2.330318000621444, 48.89276199872193]}";48.8927619987,2.33031800062
82080404;SOLAIRE;ECA1;20  terre-plein BOULEVARD RICHARD LENOIR;11;ROT;Z1 ROT 6H 5U;;4.0;"{""type"": ""Point"", ""coordinates"": [2.370535000282167, 48.85585699888503]}";48.8558569989,2.37053500028
50370306;SOLAIRE;ECA1;37  vis-à-vis BOULEVARD JOURDAN;14;MIX;Z2 MIX 6H 5U;14H;2.4;"{""type"": ""Point"", ""coordinates"": [2.335175999576156, 48.82122299912992]}";48.8212229991,2.33517599958
82880201;SOLAIRE;ECA1;31   BOULEVARD DE ROCHECHOUART;9;MIX;Z1 MIX 6H 5U;9F;4.0;"{""type"": ""Point"", ""coordinates"": [2.346007000048151, 48.883054998900946]}";48.8830549989,2.34600700005
50590102;SOLAIRE;ECA1;4   RUE JULES BOURDAIS;17;MIX;Z2 MIX 6H 5U;17N;2.4;"{""type"": ""Point"", ""coordinates"": [2.299277000267445, 48.8883739987095]}";48.8883739987,2.29927700027
83320101;SOLAIRE;ECA1;3   BOULEVARD ROMAIN ROLLAND;14;MIX;Z2 MIX 6H 5U;14G;2.4;"{""type"": ""Point"", ""coordinates"": [2.328868999947725, 48.81899399889733]}";48.8189939989,2.32886899995
