N° d'horodateur;Alimentation;Modèle;Adresse;Arrondissement;Type de régime;Tarif du stationnement;Zone résidentielle;Tarif horaire;geo_shape;geo_point_2d
65490104;PILE;ECM1;18   RUE MOREAU;12;MIX;Z2 MIX 6H 5U;12E;2.4;"{""type"": ""Point"", ""coordinates"": [2.372885999907494, 48.85005799891055]}";48.8500579989,2.37288599991
76120702;SOLAIRE;ECA1;70   RUE DE PONTHIEU;8;ROT;Z1 ROT 6H 5U;;4.0;"{""type"": ""Point"", ""coordinates"": [2.304841999839492, 48.87225599878959]}";48.8722559988,2.30484199984
65940702;SOLAIRE;ECA1;45  vis-à-vis RUE DU MOULIN DES PRES;13;MIX;Z2 MIX 6H 5U;13L;2.4;"{""type"": ""Point"", ""coordinates"": [2.353009000144385, 48.827290999451726]}";48.8272909995,2.35300900014
76420201;SOLAIRE;ECA1;0   AVENUE DE LA PORTE D AUBERVILLIERS;19;MIX;Z2 MIX 6H 5U;19E;2.4;"{""type"": ""Point"", ""coordinates"": [2.370677000663432, 48.89984499934149]}";48.8998449993,2.37067700066
66170101;SOLAIRE;ECA1;15   RUE MOUSSORGSKY;18;MIX;Z2 MIX 6H 5U;18K;2.4;"{""type"": ""Point"", ""coordinates"": [2.366130999679784, 48.89579699904795]}";48.895796999,2.36613099968
76690204;PILE;ECM1;0   AVENUE DE LA PORTE DE LA PLAINE;15;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.29213599943577, 48.828192998796155]}";48.8281929988,2.29213599944
66390401;SOLAIRE;ECA1;59   BOULEVARD MURAT;16;MIX;Z2 MIX 6H 5U;16Y;2.4;"{""type"": ""Point"", ""coordinates"": [2.256420999847704, 48.84289999945574]}";48.8428999995,2.25642099985
77960102;PILE;ECM1;2   RUE DU PRE SAINT GERVAIS;19;MIX;Z2 MIX 6H 5U;19L;2.4;"{""type"": ""Point"", ""coordinates"": [2.392628000567483, 48.875805998679986]}";48.8758059987,2.39262800057
66390902;SOLAIRE;ECA1;122   BOULEVARD MURAT;16;MIX;Z2 MIX 6H 5U;16Z;2.4;"{""type"": ""Point"", ""coordinates"": [2.258140999874075, 48.83735899875261]}";48.8373589988,2.25814099987
78100201;SOLAIRE;ECA1;21   RUE DU PRESSOIR;20;MIX;Z2 MIX 6H 5U;20E;2.4;"{""type"": ""Point"", ""coordinates"": [2.382519999322419, 48.869226999181976]}";48.8692269992,2.38251999932
66930102;SOLAIRE;ECA1;6   RUE NATIONALE;13;MIX;Z2 MIX 6H 5U;13N;2.4;"{""type"": ""Point"", ""coordinates"": [2.369161000204404, 48.82236299938125]}";48.8223629994,2.3691610002
79041703;SOLAIRE;ECA1;207   RUE DES PYRENEES;20;MIX;Z2 MIX 6H 5U;20L;2.4;"{""type"": ""Point"", ""coordinates"": [2.3999900000367482, 48.86236999925744]}";48.8623699993,2.39999000004
66930602;SOLAIRE;ECA1;76   RUE NATIONALE;13;MIX;Z2 MIX 6H 5U;13S;2.4;"{""type"": ""Point"", ""coordinates"": [2.366861999318089, 48.826524999162466]}";48.8265249992,2.36686199932
79130201;SOLAIRE;ECA1;24  vis-à-vis RUE DES QUATRE FILS;3;MIX;Z1 MIX 6H 5U;3E;4.0;"{""type"": ""Point"", ""coordinates"": [2.358684999500423, 48.86088799936768]}";48.8608879994,2.3586849995
66931103;SOLAIRE;ECA1;137   RUE NATIONALE;13;MIX;Z2 MIX 6H 5U;13L;2.4;"{""type"": ""Point"", ""coordinates"": [2.364306999792344, 48.83033399871088]}";48.8303339987,2.36430699979
79980202;PILE;ECM1;24   RUE RAFFET;16;MIX;Z2 MIX 6H 5U;16S;2.4;"{""type"": ""Point"", ""coordinates"": [2.264820999957079, 48.851789998867964]}";48.8517899989,2.26482099996
67020102;PILE;ECM1;8   RUE DE NAVARRE;5;MIX;Z1 MIX 6H 5U;5G;4.0;"{""type"": ""Point"", ""coordinates"": [2.353711999825574, 48.84422199882875]}";48.8442219988,2.35371199983
80590401;PILE;ECM1;49   AVENUE RAYMOND POINCARE;16;MIX;Z2 MIX 6H 5U;16J;2.4;"{""type"": ""Point"", ""coordinates"": [2.285911999329978, 48.8668499990215]}";48.866849999,2.28591199933
67470102;SOLAIRE;ECA1;6   RUE DE NICE;11;MIX;Z1 MIX 6H 5U;11L;4.0;"{""type"": ""Point"", ""coordinates"": [2.39075800032981, 48.85467599872538]}";48.8546759987,2.39075800033
80610702;SOLAIRE;ECA1;58   RUE RAYMOND LOSSERAND;14;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.318590000334405, 48.834335998830454]}";48.8343359988,2.31859000033
67590104;SOLAIRE;ECA1;18   RUE NICOLAS FORTIN;13;MIX;Z2 MIX 6H 5U;13L;2.4;"{""type"": ""Point"", ""coordinates"": [2.358207000458082, 48.82938599887038]}";48.8293859989,2.35820700046
80840101;PILE;ECM1;1   AVENUE DU RECTEUR POINCARE;16;MIX;Z2 MIX 6H 5U;16T;2.4;"{""type"": ""Point"", ""coordinates"": [2.273623999908293, 48.85197299931695]}";48.8519729993,2.27362399991
67610202;PILE;ECM1;2 bis  RUE NICOLAS HOUEL;5;MIX;Z1 MIX 6H 5U;5F;4.0;"{""type"": ""Point"", ""coordinates"": [2.36266500023207, 48.84208299943185]}";48.8420829994,2.36266500023
81000301;SOLAIRE;ECA1;38  vis-à-vis RUE REGNAULT;13;MIX;Z2 MIX 6H 5U;13N;2.4;"{""type"": ""Point"", ""coordinates"": [2.3760929997946603, 48.82413899913754]}";48.8241389991,2.37609299979
67710704;PILE;ECM1;66   RUE NICOLO;16;MIX;Z2 MIX 6H 5U;16N;2.4;"{""type"": ""Point"", ""coordinates"": [2.276048000162057, 48.86105199920744]}";48.8610519992,2.27604800016
81050406;PILE;ECM1;51  vis-à-vis AVENUE REILLE;14;MIX;Z2 MIX 6H 5U;14J;2.4;"{""type"": ""Point"", ""coordinates"": [2.333210000655299, 48.82395599888481]}";48.8239559989,2.33321000066
68891002;PILE;ECM1;68   RUE OLIVIER DE SERRES;15;MIX;Z2 MIX 6H 5U;15T;2.4;"{""type"": ""Point"", ""coordinates"": [2.294736999418746, 48.83361199919632]}";48.8336119992,2.29473699942
81080301;SOLAIRE;ECA1;40  terre-plein BOULEVARD DE REIMS;17;MIX;Z2 MIX 6H 5U;17M;2.4;"{""type"": ""Point"", ""coordinates"": [2.295268000130407, 48.8880019993619]}";48.8880019994,2.29526800013
69140104;PILE;ECM1;12   RUE D ORCHAMPT;18;MIX;Z2 MIX 6H 5U;18F;2.4;"{""type"": ""Point"", ""coordinates"": [2.337271000094261, 48.88682999929448]}";48.8868299993,2.33727100009
81150101;SOLAIRE;ECA1;11   RUE DE LA REINE BLANCHE;13;MIX;Z2 MIX 6H 5U;13J;2.4;"{""type"": ""Point"", ""coordinates"": [2.354492000295895, 48.83688099887746]}";48.8368809989,2.3544920003
69800102;SOLAIRE;ECA1;4   RUE DE L OURCQ;19;MIX;Z2 MIX 6H 5U;19K;2.4;"{""type"": ""Point"", ""coordinates"": [2.384620000141701, 48.88787199882612]}";48.8878719988,2.38462000014
81260402;SOLAIRE;ECA1;60   RUE REMY DUMONCEL;14;MIX;Z2 MIX 6H 5U;14L;2.4;"{""type"": ""Point"", ""coordinates"": [2.329144999490562, 48.82964999934868]}";48.8296499993,2.32914499949
69801001;SOLAIRE;ECA1;135   RUE DE L OURCQ;19;MIX;Z2 MIX 6H 5U;19G;2.4;"{""type"": ""Point"", ""coordinates"": [2.37168999981953, 48.89413699938859]}";48.8941369994,2.37168999982
81290101;SOLAIRE;ECA1;5   RUE DE LA RENAISSANCE;8;MIX;Z1 MIX 6H 5U;8E;4.0;"{""type"": ""Point"", ""coordinates"": [2.302723000647461, 48.867290999185755]}";48.8672909992,2.30272300065
70500102;PILE;ECM1;6   RUE DU PARC DE MONTSOURIS;14;MIX;Z2 MIX 6H 5U;14G;2.4;"{""type"": ""Point"", ""coordinates"": [2.334270000443776, 48.82236399910409]}";48.8223639991,2.33427000044
43130304;SOLAIRE;ECA1;0   QUAI DE GRENELLE;15;MIX;Z2 MIX 6H 5U;15M;2.4;"{""type"": ""Point"", ""coordinates"": [2.284929000361015, 48.85145499907877]}";48.8514549991,2.28492900036
70500201;PILE;ECM1;23   RUE DU PARC DE MONTSOURIS;14;MIX;Z2 MIX 6H 5U;14G;2.4;"{""type"": ""Point"", ""coordinates"": [2.334556999677586, 48.8227069995085]}";48.8227069995,2.33455699968
43141502;SOLAIRE;ECA1;150   RUE DE GRENELLE;7;MIX;Z1 MIX 6H 5U;7J;4.0;"{""type"": ""Point"", ""coordinates"": [2.310593000069148, 48.858164999356354]}";48.8581649994,2.31059300007
70670202;SOLAIRE;ECA1;16   AVENUE PARMENTIER;11;MIX;Z1 MIX 6H 5U;11J;4.0;"{""type"": ""Point"", ""coordinates"": [2.379317000035851, 48.85966599916167]}";48.8596659992,2.37931700004
44370704;SOLAIRE;ECA1;100   BOULEVARD DE LA GUYANE;12;MIX;Z2 MIX 6H 5U;12N;2.4;"{""type"": ""Point"", ""coordinates"": [2.414327000624251, 48.841493998914686]}";48.8414939989,2.41432700062
71170202;PILE;ECM1;22   RUE PAUL BARRUEL;15;MIX;Z2 MIX 6H 5U;15R;2.4;"{""type"": ""Point"", ""coordinates"": [2.304962999605687, 48.83887199926665]}";48.8388719993,2.30496299961
45450102;SOLAIRE;ECA1;6   RUE HENRI CHEVREAU;20;MIX;Z2 MIX 6H 5U;20E;2.4;"{""type"": ""Point"", ""coordinates"": [2.3895969994269852, 48.869163999045455]}";48.869163999,2.38959699943
71270101;SOLAIRE;ECA1;1   RUE PAUL BODIN;17;MIX;Z2 MIX 6H 5U;17T;2.4;"{""type"": ""Point"", ""coordinates"": [2.317118999988633, 48.89269599896589]}";48.892695999,2.31711899999
45810102;SOLAIRE;ECA1;8   RUE HENRI POINCARE;20;MIX;Z2 MIX 6H 5U;20R;2.4;"{""type"": ""Point"", ""coordinates"": [2.401906000634173, 48.86987499936217]}";48.8698749994,2.40190600063
71550101;SOLAIRE;ECA1;3   RUE PAUL ESCUDIER;9;MIX;Z1 MIX 6H 5U;9E;4.0;"{""type"": ""Point"", ""coordinates"": [2.332067980604937, 48.880576159180485]}";48.8805761592,2.3320679806
46740102;SOLAIRE;ECA1;4   RUE HOUDART DE LAMOTTE;15;MIX;Z2 MIX 6H 5U;15W;2.4;"{""type"": ""Point"", ""coordinates"": [2.287713999948698, 48.840597998624965]}";48.8405979986,2.28771399995
71880102;SOLAIRE;ECA1;6  vis-à-vis PLACE PAUL VERLAINE;13;MIX;Z2 MIX 6H 5U;13L;2.4;"{""type"": ""Point"", ""coordinates"": [2.351968000658739, 48.82774799870935]}";48.8277479987,2.35196800066
46840103;PILE;ECM1;7   RUE HUYGHENS;14;MIX;Z2 MIX 6H 5U;14N;2.4;"{""type"": ""Point"", ""coordinates"": [2.328895000404128, 48.84092899902011]}";48.840928999,2.3288950004
72370106;SOLAIRE;ECA1;12   RUE DE PENTHIEVRE;8;MIX;Z1 MIX 6H 5U;8H;4.0;"{""type"": ""Point"", ""coordinates"": [2.316379999600404, 48.87301399879958]}";48.8730139988,2.3163799996
47760202;SOLAIRE;ECA1;16   RUE JACQUEMONT;17;MIX;Z2 MIX 6H 5U;17R;2.4;"{""type"": ""Point"", ""coordinates"": [2.32230100033415, 48.8876999988035]}";48.8876999988,2.32230100033
72580201;SOLAIRE;ECA1;27   BOULEVARD PEREIRE;17;MIX;Z2 MIX 6H 5U;17P;2.4;"{""type"": ""Point"", ""coordinates"": [2.3103880004047213, 48.887761999133275]}";48.8877619991,2.3103880004
48290101;SOLAIRE;ECA1;3   RUE DES JARDINS SAINT PAUL;4;MIX;Z1 MIX 6H 5U;4E;4.0;"{""type"": ""Point"", ""coordinates"": [2.359940999742065, 48.85277799939556]}";48.8527779994,2.35994099974
72582803;SOLAIRE;ECA1;94  vis-à-vis BOULEVARD PEREIRE;17;MIX;Z2 MIX 6H 5U;17L;2.4;"{""type"": ""Point"", ""coordinates"": [2.299948000413999, 48.8864569990447]}";48.886456999,2.29994800041
48430802;PILE;ECM1;116   RUE DE JAVEL;15;MIX;Z2 MIX 6H 5U;15P;2.4;"{""type"": ""Point"", ""coordinates"": [2.287231000054343, 48.84339899911039]}";48.8433989991,2.28723100005
72582804;SOLAIRE;ECA1;96   BOULEVARD PEREIRE;17;MIX;Z2 MIX 6H 5U;17N;2.4;"{""type"": ""Point"", ""coordinates"": [2.299150000289457, 48.88627299934921]}";48.8862729993,2.29915000029
48460101;SOLAIRE;ECA1;13  vis-à-vis RUE JEAN ANTOINE DE BAIF;13;MIX;Z2 MIX 6H 5U;13P;2.4;"{""type"": ""Point"", ""coordinates"": [2.384753249986605, 48.82802149863447]}";48.8280214986,2.38475324999
72770202;PILE;ECM1;32   RUE PERNETY;14;MIX;Z2 MIX 6H 5U;14M;2.4;"{""type"": ""Point"", ""coordinates"": [2.31887599975002, 48.833570999007016]}";48.833570999,2.31887599975
48570103;SOLAIRE;ECA1;7   RUE JEAN BART;6;MIX;Z1 MIX 6H 5U;6G;4.0;"{""type"": ""Point"", ""coordinates"": [2.331104999854285, 48.84767899882247]}";48.8476789988,2.33110499985
73730203;SOLAIRE;ECA1;25   RUE PHILIBERT DELORME;17;MIX;Z2 MIX 6H 5U;17N;2.4;"{""type"": ""Point"", ""coordinates"": [2.303529000421221, 48.889430999437124]}";48.8894309994,2.30352900042
48610103;SOLAIRE;ECA1;13   RUE JEAN BEAUSIRE;4;MIX;Z1 MIX 6H 5U;34F;4.0;"{""type"": ""Point"", ""coordinates"": [2.3680629997139793, 48.85444999906146]}";48.8544499991,2.36806299971
73800203;SOLAIRE;ECA1;13   AVENUE PHILIPPE AUGUSTE;11;MIX;Z1 MIX 6H 5U;11L;4.0;"{""type"": ""Point"", ""coordinates"": [2.394589999905777, 48.850336998906364]}";48.8503369989,2.39458999991
48890101;PILE;ECM1;3   RUE JEAN FORMIGE;15;MIX;Z2 MIX 6H 5U;15K;2.4;"{""type"": ""Point"", ""coordinates"": [2.297928000320079, 48.8417089986583]}";48.8417089987,2.29792800032
74800101;PILE;ECM1;3   RUE PIERRE VILLEY;7;MIX;Z1 MIX 6H 5U;7G;4.0;"{""type"": ""Point"", ""coordinates"": [2.304824999976347, 48.859575998831474]}";48.8595759988,2.30482499998
48890104;PILE;ECM1;11  vis-à-vis RUE JEAN FORMIGE;15;MIX;Z2 MIX 6H 5U;15K;2.4;"{""type"": ""Point"", ""coordinates"": [2.297006000241511, 48.84154499919334]}";48.8415449992,2.29700600024
74930302;SOLAIRE;ECA1;10   PLACE PINEL;13;MIX;Z2 MIX 6H 5U;13K;2.4;"{""type"": ""Point"", ""coordinates"": [2.361794000498562, 48.83361499901864]}";48.833614999,2.3617940005
49210203;SOLAIRE;ECA1;11   RUE JEAN MERMOZ;8;MIX;Z1 MIX 6H 5U;8H;4.0;"{""type"": ""Point"", ""coordinates"": [2.311633000186208, 48.87107699898429]}";48.871076999,2.31163300019
76320204;SOLAIRE;ECA1;22   AVENUE DE LA PORTE BRANCION;15;MIX;Z2 MIX 6H 5U;15U;2.4;"{""type"": ""Point"", ""coordinates"": [2.300335999877892, 48.826461999138786]}";48.8264619991,2.30033599988
49270202;SOLAIRE;ECA1;8   RUE JEAN MOREAS;17;MIX;Z2 MIX 6H 5U;17M;2.4;"{""type"": ""Point"", ""coordinates"": [2.2921269996116482, 48.88709899907747]}";48.8870989991,2.29212699961
76340202;SOLAIRE;ECA1;2   AVENUE DE LA PORTE BRUNET;19;MIX;Z2 MIX 6H 5U;19P;2.4;"{""type"": ""Point"", ""coordinates"": [2.396203000192779, 48.88338799864749]}";48.8833879986,2.39620300019
49280501;SOLAIRE;ECA1;39   AVENUE JEAN MOULIN;14;MIX;Z2 MIX 6H 5U;14K;2.4;"{""type"": ""Point"", ""coordinates"": [2.321952999531935, 48.825627998797444]}";48.8256279988,2.32195299953
76810202;PILE;ECM1;0   AVENUE DE LA PORTE DE MONTROUGE;14;MIX;Z2 MIX 6H 5U;14F;2.4;"{""type"": ""Point"", ""coordinates"": [2.322176280497674, 48.822085418872284]}";48.8220854189,2.3221762805
49350302;PILE;ECM1;20   RUE JEAN NICOT;7;MIX;Z1 MIX 6H 5U;7G;4.0;"{""type"": ""Point"", ""coordinates"": [2.307403999709271, 48.86031899874445]}";48.8603189987,2.30740399971
99980108;;ECA1;17  vis-à-vis AVENUE DE LA PORTE DE VITRY;13;MIX;Z2 MIX 6H 5U;13N;2.4;"{""type"": ""Point"", ""coordinates"": [2.377632939606251, 48.823259339216676]}";48.8232593392,2.37763293961
49640302;PILE;ECM1;82   QUAI DE JEMMAPES;10;MIX;Z1 MIX 6H 5U;10E;4.0;"{""type"": ""Point"", ""coordinates"": [2.365130999385213, 48.87213999868375]}";48.8721399987,2.36513099939
77270202;SOLAIRE;ECA1;16   AVENUE DE LA PORTE DU PRE SAINT GERVAIS;19;MIX;Z2 MIX 6H 5U;19P;2.4;"{""type"": ""Point"", ""coordinates"": [2.401690999762368, 48.87979499915326]}";48.8797949992,2.40169099976
9330301;SOLAIRE;ECA1;44   BOULEVARD JOURDAN;14;MIX;Z2 MIX 6H 5U;14G;2.4;"{""type"": ""Point"", ""coordinates"": [2.331620480331603, 48.82198542861975]}";48.8219854286,2.33162048033
77740201;PILE;ECM1;5   RUE POUSSIN;16;MIX;Z2 MIX 6H 5U;16W;2.4;"{""type"": ""Point"", ""coordinates"": [2.265276999483699, 48.84883099870819]}";48.8488309987,2.26527699948
31960201;SOLAIRE;ECA1;6   RUE JULES BRETON;13;MIX;Z2 MIX 6H 5U;13K;2.4;"{""type"": ""Point"", ""coordinates"": [2.35813729964829, 48.838300278890465]}";48.8383002789,2.35813729965
77790102;SOLAIRE;ECA1;10   RUE PRADIER;19;MIX;Z2 MIX 6H 5U;19J;2.4;"{""type"": ""Point"", ""coordinates"": [2.381666000514489, 48.87525999877122]}";48.8752599988,2.38166600051
51591002;SOLAIRE;ECA1;108   AVENUE KLEBER;16;MIX;Z2 MIX 6H 5U;16I;2.4;"{""type"": ""Point"", ""coordinates"": [2.288291000499304, 48.86475099909521]}";48.8647509991,2.2882910005
78020104;PILE;ECM1;3  square vis-à-vis PLACE DU PRESIDENT MITHOUARD;7;MIX;Z1 MIX 6H 5U;7K;4.0;"{""type"": ""Point"", ""coordinates"": [2.313514000504506, 48.850347998694325]}";48.8503479987,2.3135140005
52280602;SOLAIRE;ECA1;94   RUE LA CONDAMINE;17;MIX;Z2 MIX 6H 5U;17R;2.4;"{""type"": ""Point"", ""coordinates"": [2.319076999856695, 48.88433499900229]}";48.884334999,2.31907699986
78450201;SOLAIRE;ECA1;18  vis-à-vis RUE DE LA PROCESSION;15;MIX;Z2 MIX 6H 5U;15J;2.4;"{""type"": ""Point"", ""coordinates"": [2.306164999645142, 48.83938299945089]}";48.8393829995,2.30616499965
52660702;SOLAIRE;ECA1;86   RUE DE LAGNY;20;MIX;Z2 MIX 6H 5U;20H;2.4;"{""type"": ""Point"", ""coordinates"": [2.408580999756884, 48.84889499898148]}";48.848894999,2.40858099976
79043202;SOLAIRE;ECA1;310   RUE DES PYRENEES;20;MIX;Z2 MIX 6H 5U;20M;2.4;"{""type"": ""Point"", ""coordinates"": [2.39145600050232, 48.87242599945234]}";48.8724259995,2.3914560005
52730202;SOLAIRE;ECA1;26   RUE DE LA JONQUIERE;17;MIX;Z2 MIX 6H 5U;17U;2.4;"{""type"": ""Point"", ""coordinates"": [2.324799000171113, 48.89364899921093]}";48.8936489992,2.32479900017
79890104;SOLAIRE;ECA1;9  vis-à-vis RUE RACINE;6;MIX;Z1 MIX 6H 5U;6E;4.0;"{""type"": ""Point"", ""coordinates"": [2.34133600043292, 48.850193999509436]}";48.8501939995,2.34133600043
52881501;PILE;ECM1;162   RUE LAMARCK;18;MIX;Z2 MIX 6H 5U;18E;2.4;"{""type"": ""Point"", ""coordinates"": [2.327677540516986, 48.891299348905406]}";48.8912993489,2.32767754052
80200201;SOLAIRE;ECA1;17   RUE RAMPONEAU;20;MIX;Z2 MIX 6H 5U;20E;2.4;"{""type"": ""Point"", ""coordinates"": [2.379706000141625, 48.871227999438666]}";48.8712279994,2.37970600014
53910301;SOLAIRE;ECA1;23   RUE LAUGIER;17;MIX;Z2 MIX 6H 5U;17H;2.4;"{""type"": ""Point"", ""coordinates"": [2.295935999382047, 48.88081299898501]}";48.880812999,2.29593599938
80290301;SOLAIRE;ECA1;47   RUE DU RANELAGH;16;MIX;Z2 MIX 6H 5U;16T;2.4;"{""type"": ""Point"", ""coordinates"": [2.2752210001308892, 48.854240998783226]}";48.8542409988,2.27522100013
53910902;SOLAIRE;ECA1;56   RUE LAUGIER;17;MIX;Z2 MIX 6H 5U;17G;2.4;"{""type"": ""Point"", ""coordinates"": [2.293118999468579, 48.88350399910241]}";48.8835039991,2.29311899947
80291002;PILE;ECM1;92   RUE DU RANELAGH;16;MIX;Z2 MIX 6H 5U;16S;2.4;"{""type"": ""Point"", ""coordinates"": [2.268574999862949, 48.856040998841955]}";48.8560409988,2.26857499986
54010104;PILE;ECM1;20   RUE LAURISTON;16;MIX;Z2 MIX 6H 5U;16F;2.4;"{""type"": ""Point"", ""coordinates"": [2.292192000070924, 48.871484999486796]}";48.8714849995,2.29219200007
80390402;PILE;ECM1;24   AVENUE RAPHAEL;16;MIX;Z2 MIX 6H 5U;16R;2.4;"{""type"": ""Point"", ""coordinates"": [2.267445000509197, 48.85877799902452]}";48.858777999,2.26744500051
54010302;PILE;ECM1;63  vis-à-vis RUE LAURISTON;16;MIX;Z2 MIX 6H 5U;16F;2.4;"{""type"": ""Point"", ""coordinates"": [2.290113999859441, 48.86955599937228]}";48.8695559994,2.29011399986
80590201;PILE;ECM1;29   AVENUE RAYMOND POINCARE;16;MIX;Z2 MIX 6H 5U;16J;2.4;"{""type"": ""Point"", ""coordinates"": [2.286245999466142, 48.86547499940613]}";48.8654749994,2.28624599947
54530101;SOLAIRE;ECA1;3   RUE LECONTE DE LISLE;16;MIX;Z2 MIX 6H 5U;16V;2.4;"{""type"": ""Point"", ""coordinates"": [2.269107999361924, 48.8483619986245]}";48.8483619986,2.26910799936
43100701;SOLAIRE;ECA1;79   BOULEVARD DE GRENELLE;15;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.294672000269123, 48.850279999413935]}";48.8502799994,2.29467200027
54560201;PILE;ECM1;9   RUE LECOURBE;15;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.309922999499518, 48.844695999191835]}";48.8446959992,2.3099229995
43102004;SOLAIRE;ECA1;122   BOULEVARD DE GRENELLE;15;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.297349000517034, 48.84904199943078]}";48.8490419994,2.29734900052
54562101;PILE;ECM1;249   RUE LECOURBE;15;MIX;Z2 MIX 6H 5U;15V;2.4;"{""type"": ""Point"", ""coordinates"": [2.291326999643764, 48.839050999056745]}";48.8390509991,2.29132699964
80730602;SOLAIRE;ECA1;64   RUE REAUMUR;3;ROT;Z1 ROT 6H 5U;;4.0;"{""type"": ""Point"", ""coordinates"": [2.353609999493117, 48.86609399898539]}";48.866093999,2.35360999949
54562601;PILE;ECM1;305   RUE LECOURBE;15;MIX;Z2 MIX 6H 5U;15X;2.4;"{""type"": ""Point"", ""coordinates"": [2.28654100051269, 48.837806998842375]}";48.8378069988,2.28654100051
80761103;PILE;ECM1;85   RUE REBEVAL;19;MIX;Z2 MIX 6H 5U;19J;2.4;"{""type"": ""Point"", ""coordinates"": [2.3824190004624253, 48.87401799933049]}";48.8740179993,2.38241900046
54590101;PILE;ECM1;5   RUE LECUIROT;14;MIX;Z2 MIX 6H 5U;14K;2.4;"{""type"": ""Point"", ""coordinates"": [2.32101699973845, 48.829539998913106]}";48.8295399989,2.32101699974
80920104;SOLAIRE;ECA1;8   RUE DU REGARD;6;MIX;Z1 MIX 6H 5U;6F;4.0;"{""type"": ""Point"", ""coordinates"": [2.326675000592893, 48.84860999934163]}";48.8486099993,2.32667500059
54671002;SOLAIRE;ECA1;142   AVENUE LEDRU ROLLIN;11;MIX;Z1 MIX 6H 5U;11K;4.0;"{""type"": ""Point"", ""coordinates"": [2.378359999977242, 48.85485699941669]}";48.8548569994,2.37835999998
81090102;SOLAIRE;ECA1;12   RUE DE REIMS;13;MIX;Z2 MIX 6H 5U;13S;2.4;"{""type"": ""Point"", ""coordinates"": [2.371709000184415, 48.82862799900201]}";48.828627999,2.37170900018
54731804;SOLAIRE;ECA1;182   RUE LEGENDRE;17;MIX;Z2 MIX 6H 5U;17S;2.4;"{""type"": ""Point"", ""coordinates"": [2.325792000071256, 48.89151199869656]}";48.8915119987,2.32579200007
81200301;SOLAIRE;ECA1;19   RUE REMBRANDT;8;MIX;Z1 MIX 6H 5U;8G;4.0;"{""type"": ""Point"", ""coordinates"": [2.308280999580696, 48.87810299918228]}";48.8781029992,2.30828099958
56770202;SOLAIRE;ECA1;9  vis-à-vis RUE DU LIEUVIN;15;MIX;Z2 MIX 6H 5U;15T;2.4;"{""type"": ""Point"", ""coordinates"": [2.304859000556636, 48.83112599939966]}";48.8311259994,2.30485900056
43300202;PILE;ECM1;36   RUE GREUZE;16;MIX;Z2 MIX 6H 5U;16K;2.4;"{""type"": ""Point"", ""coordinates"": [2.28198200053057, 48.864593998833705]}";48.8645939988,2.28198200053
56860302;PILE;ECM1;48   RUE DE LILLE;7;MIX;Z1 MIX 6H 5U;7L;4.0;"{""type"": ""Point"", ""coordinates"": [2.329292999671806, 48.85870999928908]}";48.8587099993,2.32929299967
45330101;PILE;ECM1;5   RUE HENRI BARBOUX;14;MIX;Z2 MIX 6H 5U;14G;2.4;"{""type"": ""Point"", ""coordinates"": [2.326787000015896, 48.82238399873186]}";48.8223839987,2.32678700002
57640504;PILE;ECM1;44   RUE LOUIS BLANC;10;MIX;Z1 MIX 6H 5U;10G;4.0;"{""type"": ""Point"", ""coordinates"": [2.363962000578073, 48.88186299926876]}";48.8818629993,2.36396200058
45690102;PILE;ECM1;4   RUE HENRI MOISSAN;7;MIX;Z1 MIX 6H 5U;7G;4.0;"{""type"": ""Point"", ""coordinates"": [2.3073799997479982, 48.862079999260956]}";48.8620799993,2.30737999975
57980103;PILE;ECM1;21   RUE LOUIS MORARD;14;MIX;Z2 MIX 6H 5U;14K;2.4;"{""type"": ""Point"", ""coordinates"": [2.320576999476745, 48.8286909989854]}";48.828690999,2.32057699948
46450307;SOLAIRE;ECA1;45  terre-plein vis-à-vis AVENUE HOCHE;8;MIX;Z1 MIX 6H 5U;8G;4.0;"{""type"": ""Point"", ""coordinates"": [2.299790999760888, 48.87557499908418]}";48.8755749991,2.29979099976
58270501;PILE;ECM1;23   AVENUE DE LOWENDAL;7;MIX;Z1 MIX 6H 5U;7H;4.0;"{""type"": ""Point"", ""coordinates"": [2.304969000351896, 48.85016099947742]}";48.8501609995,2.30496900035
120302;PILE;ECM1;54   RUE DE L ABBE GROULT;15;MIX;Z2 MIX 6H 5U;15V;2.4;"{""type"": ""Point"", ""coordinates"": [2.29610099957074, 48.840005998923566]}";48.8400059989,2.29610099957
46450306;SOLAIRE;ECA1;40   AVENUE HOCHE;8;MIX;Z1 MIX 6H 5U;8G;4.0;"{""type"": ""Point"", ""coordinates"": [2.2991189999307, 48.87567899902702]}";48.875678999,2.29911899993
58930703;PILE;ECM1;105   RUE MADEMOISELLE;15;MIX;Z2 MIX 6H 5U;15K;2.4;"{""type"": ""Point"", ""coordinates"": [2.301977999765589, 48.842977999470115]}";48.8429779995,2.30197799977
